pbp_a_hnumber	pbp_a_plan_identifier	segment_id	pbp_a_ben_cov	pbp_a_plan_type	orgtype	bid_id	version	pbp_vbid_group_id	pbp_b14c_bendesc_yn	pbp_b14c_bendesc_ehc	pbp_b14c_bendesc_amo_hec	pbp_b14c_bendesc_amo_ntb	pbp_b14c_bendesc_lim_ntb	pbp_b14c_bendesc_num_ntb	pbp_b14c_bendesc_dur_ntb	pbp_b14c_bendesc_amo_sc	pbp_b14c_bendesc_visit_num_sc	pbp_b14c_bendesc_amo_mhc	pbp_b14c_bendesc_typ_mhc	pbp_b14c_bendesc_amo_edm	pbp_b14c_bendesc_amo_tm	pbp_b14c_bendesc_amo_rat	pbp_b14c_rat_bendesc_ehc	pbp_b14c_bendesc_amo_bsd	pbp_b14c_bendesc_amo_cs	pbp_b14c_bendesc_lim_cs	pbp_b14c_bendesc_num_cs	pbp_b14c_bendesc_dur_cs	pbp_b14c_bendesc_dur_num_cs	pbp_b14c_bendesc_amo_isa	pbp_b14c_bendesc_amo_prs	pbp_b14c_bendesc_amo_mnt	pbp_b14c_mnt_mcd_yn	pbp_b14c_mnt_mcd_unit	pbp_b14c_mnt_mcd_unit_d	pbp_b14c_mnt_mcd_num	pbp_b14c_mnt_nmcd_yn	pbp_b14c_mnt_nmcd_unit	pbp_b14c_mnt_nmcd_num	pbp_b14c_bendesc_amo_imr	pbp_b14c_bendesc_amo_rp	pbp_b14c_rp_bendesc_ehc	pbp_b14c_rp_bendesc_other	pbp_b14c_bendesc_amo_wig	pbp_b14c_bendesc_amo_wm	pbp_b14c_bendesc_amo_at	pbp_b14c_bendesc_lim_at	pbp_b14c_at_visits	pbp_b14c_bendesc_thp_msg	pbp_b14c_thp_msg_unlimited	pbp_b14c_thp_msg_num_amt	pbp_b14c_thp_msg_period	pbp_b14c_thp_msg_period_d	pbp_b14c_bendesc_adcs	pbp_b14c_bendesc_hbpc	pbp_b14c_bendesc_ihss	pbp_b14c_bendesc_sce	pbp_b14c_sce_type_chk	pbp_b14c_sce_note	pbp_b14c_maxplan_yn	pbp_b14c_maxplan_ehc	pbp_b14c_maxplan_amt_hec	pbp_b14c_maxplan_per_hec	pbp_b14c_maxplan_per_hec_d	pbp_b14c_maxplan_amt_ntb	pbp_b14c_maxplan_per_ntb	pbp_b14c_maxplan_per_ntb_d	pbp_b14c_maxplan_amt_sc	pbp_b14c_maxplan_per_sc	pbp_b14c_maxplan_per_sc_d	pbp_b14c_maxplan_amt_mhc	pbp_b14c_maxplan_per_mhc	pbp_b14c_maxplan_per_mhc_d	pbp_b14c_maxplan_amt_edm	pbp_b14c_maxplan_per_edm	pbp_b14c_maxplan_per_edm_d	pbp_b14c_maxplan_amt_tm	pbp_b14c_maxplan_per_tm	pbp_b14c_maxplan_per_tm_d	pbp_b14c_maxplan_amt_rat	pbp_b14c_maxplan_per_rat	pbp_b14c_maxplan_per_rat_d	pbp_b14c_maxplan_amt_bsd	pbp_b14c_maxplan_per_bsd	pbp_b14c_maxplan_per_bsd_d	pbp_b14c_maxplan_amt_cs	pbp_b14c_maxplan_per_cs	pbp_b14c_maxplan_per_cs_d	pbp_b14c_maxplan_amt_isa	pbp_b14c_maxplan_per_isa	pbp_b14c_maxplan_per_isa_d	pbp_b14c_maxplan_amt_prs	pbp_b14c_maxplan_per_prs	pbp_b14c_maxplan_per_prs_d	pbp_b14c_maxplan_amt_mnt	pbp_b14c_maxplan_per_mnt	pbp_b14c_maxplan_per_mnt_d	pbp_b14c_maxplan_amt_imr	pbp_b14c_maxplan_per_imr	pbp_b14c_maxplan_per_imr_d	pbp_b14c_maxplan_amt_rp	pbp_b14c_maxplan_per_rp	pbp_b14c_maxplan_per_rp_d	pbp_b14c_maxplan_amt_wig	pbp_b14c_maxplan_per_wig	pbp_b14c_maxplan_per_wig_d	pbp_b14c_maxplan_amt_wm	pbp_b14c_maxplan_per_wm	pbp_b14c_maxplan_per_wm_d	pbp_b14c_maxplan_amt_at	pbp_b14c_maxplan_per_at	pbp_b14c_maxplan_per_at_d	pbp_b14c_maxplan_amt_thms	pbp_b14c_maxplan_per_thms	pbp_b14c_maxplan_per_thms_d	pbp_b14c_maxplan_amt_adcs	pbp_b14c_maxplan_per_adcs	pbp_b14c_maxplan_per_adcs_d	pbp_b14c_maxplan_amt_hbpc	pbp_b14c_maxplan_per_hbpc	pbp_b14c_maxplan_per_hbpc_d	pbp_b14c_maxplan_amt_ihss	pbp_b14c_maxplan_per_ihss	pbp_b14c_maxplan_per_ihss_d	pbp_b14c_maxplan_amt_sce	pbp_b14c_maxplan_per_sce	pbp_b14c_maxplan_per_sce_d	pbp_b14c_maxenr_yn	pbp_b14c_maxenr_ehc	pbp_b14c_maxenr_amt_hec	pbp_b14c_maxenr_per_hec	pbp_b14c_maxenr_per_hec_d	pbp_b14c_maxenr_amt_ntb	pbp_b14c_maxenr_per_ntb	pbp_b14c_maxenr_per_ntb_d	pbp_b14c_maxenr_amt_sc	pbp_b14c_maxenr_per_sc	pbp_b14c_maxenr_per_sc_d	pbp_b14c_maxenr_amt_mhc	pbp_b14c_maxenr_per_mhc	pbp_b14c_maxenr_per_mhc_d	pbp_b14c_maxenr_amt_edm	pbp_b14c_maxenr_per_edm	pbp_b14c_maxenr_per_edm_d	pbp_b14c_maxenr_amt_tm	pbp_b14c_maxenr_per_tm	pbp_b14c_maxenr_per_tm_d	pbp_b14c_maxenr_amt_rat	pbp_b14c_maxenr_per_rat	pbp_b14c_maxenr_per_rat_d	pbp_b14c_maxenr_amt_bsd	pbp_b14c_maxenr_per_bsd	pbp_b14c_maxenr_per_bsd_d	pbp_b14c_maxenr_amt_cs	pbp_b14c_maxenr_per_cs	pbp_b14c_maxenr_per_cs_d	pbp_b14c_maxenr_amt_isa	pbp_b14c_maxenr_per_isa	pbp_b14c_maxenr_per_isa_d	pbp_b14c_maxenr_amt_prs	pbp_b14c_maxenr_per_prs	pbp_b14c_maxenr_per_prs_d	pbp_b14c_maxenr_amt_mnt	pbp_b14c_maxenr_per_mnt	pbp_b14c_maxenr_per_mnt_d	pbp_b14c_maxenr_amt_imr	pbp_b14c_maxenr_per_imr	pbp_b14c_maxenr_per_imr_d	pbp_b14c_maxenr_amt_rp	pbp_b14c_maxenr_per_rp	pbp_b14c_maxenr_per_rp_d	pbp_b14c_maxenr_amt_wig	pbp_b14c_maxenr_per_wig	pbp_b14c_maxenr_per_wig_d	pbp_b14c_maxenr_amt_wm	pbp_b14c_maxenr_per_wm	pbp_b14c_maxenr_per_wm_d	pbp_b14c_maxenr_amt_at	pbp_b14c_maxenr_per_at	pbp_b14c_maxenr_per_at_d	pbp_b14c_maxenr_amt_thmg	pbp_b14c_maxenr_per_thmg	pbp_b14c_maxenr_per_thmg_d	pbp_b14c_maxenr_amt_adcs	pbp_b14c_maxenr_per_adcs	pbp_b14c_maxenr_per_adcs_d	pbp_b14c_maxenr_amt_hbpc	pbp_b14c_maxenr_per_hbpc	pbp_b14c_maxenr_per_hbpc_d	pbp_b14c_maxenr_amt_ihss	pbp_b14c_maxenr_per_ihss	pbp_b14c_maxenr_per_ihss_d	pbp_b14c_maxenr_amt_sce	pbp_b14c_maxenr_per_sce	pbp_b14c_maxenr_per_sce_d	pbp_b14c_coins_yn	pbp_b14c_coins_ehc	pbp_b14c_coins_pct_min_hec	pbp_b14c_coins_pct_max_hec	pbp_b14c_coins_pct_min_ntb	pbp_b14c_coins_pct_max_ntb	pbp_b14c_coins_pct_min_sc	pbp_b14c_coins_pct_max_sc	pbp_b14c_coins_pct_min_mhc	pbp_b14c_coins_pct_max_mhc	pbp_b14c_coins_pct_min_edm	pbp_b14c_coins_pct_max_edm	pbp_b14c_coins_pct_min_tm	pbp_b14c_coins_pct_max_tm	pbp_b14c_coins_pct_min_rat_wp	pbp_b14c_coins_pct_max_rat_wp	pbp_b14c_coins_pct_min_rat_nh	pbp_b14c_coins_pct_max_rat_nh	pbp_b14c_coins_pct_min_bsd	pbp_b14c_coins_pct_max_bsd	pbp_b14c_coins_pct_min_cs	pbp_b14c_coins_pct_max_cs	pbp_b14c_coins_pct_min_isa	pbp_b14c_coins_pct_max_isa	pbp_b14c_coins_pct_min_prs	pbp_b14c_coins_pct_max_prs	pbp_b14c_coins_pct_min_mnt	pbp_b14c_coins_pct_max_mnt	pbp_b14c_coins_pct_min_imr	pbp_b14c_coins_pct_max_imr	pbp_b14c_coins_pct_min_rp	pbp_b14c_coins_pct_max_rp	pbp_b14c_coins_pct_min_wig	pbp_b14c_coins_pct_max_wig	pbp_b14c_coins_pct_min_wm	pbp_b14c_coins_pct_max_wm	pbp_b14c_coins_pct_min_at	pbp_b14c_coins_pct_max_at	pbp_b14c_coins_pct_min_thmg	pbp_b14c_coins_pct_max_thmg	pbp_b14c_coins_pct_min_adcs	pbp_b14c_coins_pct_max_adcs	pbp_b14c_coins_pct_min_hbpc	pbp_b14c_coins_pct_max_hbpc	pbp_b14c_coins_pct_min_ihss	pbp_b14c_coins_pct_max_ihss	pbp_b14c_coins_pct_min_sce	pbp_b14c_coins_pct_max_sce	pbp_b14c_ded_yn	pbp_b14c_ded_amt	pbp_b14c_copay_yn	pbp_b14c_copay_ehc	pbp_b14c_copay_hec_min_amt	pbp_b14c_copay_hec_max_amt	pbp_b14c_copay_ntb_min_amt	pbp_b14c_copay_ntb_max_amt	pbp_b14c_copay_sc_min_amt	pbp_b14c_copay_sc_max_amt	pbp_b14c_copay_mhc_min_amt	pbp_b14c_copay_mhc_max_amt	pbp_b14c_copay_edm_min_amt	pbp_b14c_copay_edm_max_amt	pbp_b14c_copay_tm_min_amt	pbp_b14c_copay_tm_max_amt	pbp_b14c_copay_rat_wp_min_amt	pbp_b14c_copay_rat_wp_max_amt	pbp_b14c_copay_rat_nh_min_amt	pbp_b14c_copay_rat_nh_max_amt	pbp_b14c_copay_bsd_min_amt	pbp_b14c_copay_bsd_max_amt	pbp_b14c_copay_cs_min_amt	pbp_b14c_copay_cs_max_amt	pbp_b14c_copay_isa_min_amt	pbp_b14c_copay_isa_max_amt	pbp_b14c_copay_prs_min_amt	pbp_b14c_copay_prs_max_amt	pbp_b14c_copay_mnt_min_amt	pbp_b14c_copay_mnt_max_amt	pbp_b14c_copay_imr_min_amt	pbp_b14c_copay_imr_max_amt	pbp_b14c_copay_rp_min_amt	pbp_b14c_copay_rp_max_amt	pbp_b14c_copay_wig_min_amt	pbp_b14c_copay_wig_max_amt	pbp_b14c_copay_wm_min_amt	pbp_b14c_copay_wm_max_amt	pbp_b14c_copay_at_min_amt	pbp_b14c_copay_at_max_amt	pbp_b14c_copay_min_amt_thmg	pbp_b14c_copay_max_amt_thmg	pbp_b14c_copay_min_amt_adcs	pbp_b14c_copay_max_amt_adcs	pbp_b14c_copay_min_amt_hbpc	pbp_b14c_copay_max_amt_hbpc	pbp_b14c_copay_min_amt_ihss	pbp_b14c_copay_max_amt_ihss	pbp_b14c_copay_min_amt_sce	pbp_b14c_copay_max_amt_sce	pbp_b14c_auth_yn	pbp_b14c_refer_yn
H1019	147	2	1	01	01	H1019_147_2	4	1	1	14c8;14c10;14c11;14c15;14c19;14c21;14c22;														2						2	2													2										2		2	2	011		2																																																																				2																																																																				2																																																2		2																																																1	2
H1019	148	0	1	01	01	H1019_148_0	5	1	1	14c8;14c11;														2							2																													2																																																																				2																																																																				2																																																2		2																																																2	2
H1019	150	0	1	01	01	H1019_150_0	6	1	1	14c8;14c11;														2							2																													2																																																																				2																																																																				2																																																2		2																																																2	2
H1019	151	2	1	01	01	H1019_151_2	4	1	1	14c8;14c10;14c11;14c15;14c19;14c21;14c22;														2						2	2													2										2		2	2	011		2																																																																				2																																																																				2																																																2		2																																																1	2
H1019	152	0	1	01	01	H1019_152_0	4	1	1	14c8;14c11;														2							2																													2																																																																				2																																																																				2																																																2		2																																																2	2
H1019	153	0	1	01	01	H1019_153_0	4	1	1	14c8;14c11;														2							2																													2																																																																				2																																																																				2																																																2		2																																																2	2
H1019	154	0	1	01	01	H1019_154_0	5	1	1	14c8;14c11;														2							2																													2																																																																				2																																																																				2																																																2		2																																																2	2
H1032	202	0	1	01	01	H1032_202_0	9	1	1	14c8;														2																																				2																																																																				2																																																																				2																																																2		1	14c8;																	0.00	0.00																													2	2
H1032	240	0	1	01	01	H1032_240_0	8	1	1	14c8;														2																																				2																																																																				2																																																																				2																																																2		1	14c8;																	0.00	0.00																													2	2
H1032	241	0	1	01	01	H1032_241_0	8	1	1	14c8;														2																																				2																																																																				2																																																																				2																																																2		1	14c8;																	0.00	0.00																													2	2
H1032	242	0	1	01	01	H1032_242_0	9	1	1	14c8;														2																																				2																																																																				2																																																																				2																																																2		1	14c8;																	0.00	0.00																													2	2
H1032	243	0	1	01	01	H1032_243_0	8	1	1	14c8;														2																																				2																																																																				2																																																																				2																																																2		1	14c8;																	0.00	0.00																													2	2
H1032	244	1	1	01	01	H1032_244_1	10	1	1	14c8;														2																																				2																																																																				2																																																																				2																																																2		1	14c8;																	0.00	0.00																													2	2
H1032	244	2	1	01	01	H1032_244_2	9	1	1	14c8;														2																																				2																																																																				2																																																																				2																																																2		1	14c8;																	0.00	0.00																													2	2
H1032	245	1	1	01	01	H1032_245_1	9	1	1	14c8;														2																																				2																																																																				2																																																																				2																																																2		1	14c8;																	0.00	0.00																													2	2
H1032	245	2	1	01	01	H1032_245_2	10	1	1	14c8;														2																																				2																																																																				2																																																																				2																																																2		1	14c8;																	0.00	0.00																													2	2
H1036	054	0	1	01	01	H1036_054_0	4	1	1	14c8;14c10;14c11;14c15;14c19;14c21;14c22;														2						2	2													2										2		2	2	011		2																																																																				2																																																																				2																																																2		2																																																1	2
H1036	062	0	1	01	01	H1036_062_0	3	1	1	14c8;14c10;14c11;14c15;14c19;14c21;14c22;														2						2	2													2										2		2	2	011		2																																																																				2																																																																				2																																																2		2																																																1	2
H1036	065	0	1	01	01	H1036_065_0	4	1	1	14c8;14c10;14c11;14c15;14c19;14c21;14c22;														2						2	2													2										2		2	2	011		2																																																																				2																																																																				2																																																2		2																																																1	2
H1036	077	0	1	01	01	H1036_077_0	4	1	1	14c8;14c10;14c11;14c15;14c19;14c21;14c22;														2						2	2													2										2		2	2	011		2																																																																				2																																																																				2																																																2		2																																																1	2
H1036	102	0	1	01	01	H1036_102_0	5	1	1	14c8;14c10;14c11;14c15;14c19;14c21;14c22;														2						2	2													2										2		2	2	011		2																																																																				2																																																																				2																																																2		2																																																1	2
H1036	121	0	1	01	01	H1036_121_0	5	1	1	14c8;14c11;														2							2																													2																																																																				2																																																																				2																																																2		2																																																2	2
H1036	143	0	1	01	01	H1036_143_0	5	1	1	14c8;14c11;														2							2																													2																																																																				2																																																																				2																																																2		2																																																2	2
H1036	167	0	1	01	01	H1036_167_0	5	1	1	14c8;14c11;														2							2																													2																																																																				2																																																																				2																																																2		2																																																2	2
H1036	209	0	1	01	01	H1036_209_0	5	1	1	14c8;14c10;14c11;14c15;14c19;14c21;14c22;														2						2	2													2										2		2	2	011		2																																																																				2																																																																				2																																																2		2																																																1	2
H1036	210	0	1	01	01	H1036_210_0	5	1	1	14c8;14c10;14c11;14c15;14c19;14c21;14c22;														2						2	2													2										2		2	2	011		2																																																																				2																																																																				2																																																2		2																																																1	2
H1036	213	0	1	01	01	H1036_213_0	5	1	1	14c8;14c10;14c11;14c15;14c19;14c21;14c22;														2						2	2													2										2		2	2	011		2																																																																				2																																																																				2																																																2		2																																																1	2
H1036	214	0	1	01	01	H1036_214_0	5	1	1	14c8;14c10;14c11;14c15;14c19;14c21;14c22;														2						2	2													2										2		2	2	011		2																																																																				2																																																																				2																																																2		2																																																1	2
H1036	217	0	1	01	01	H1036_217_0	5	1	1	14c8;14c11;														2							2																													2																																																																				2																																																																				2																																																2		2																																																2	2
H1036	222	0	1	01	01	H1036_222_0	5	1	1	14c8;14c11;														2							2																													2																																																																				2																																																																				2																																																2		2																																																2	2
H1036	226	0	1	01	01	H1036_226_0	5	1	1	14c8;14c11;														2							2																													2																																																																				2																																																																				2																																																2		2																																																2	2
H1036	229	0	1	01	01	H1036_229_0	5	1	1	14c8;14c11;														2							2																													2																																																																				2																																																																				2																																																2		2																																																2	2
H1036	230	0	1	01	01	H1036_230_0	4	1	1	14c8;14c10;14c11;14c15;14c19;14c21;14c22;														2						2	2													2										2		2	2	011		2																																																																				2																																																																				2																																																2		2																																																1	2
H1036	234	0	1	01	01	H1036_234_0	5	1	1	14c8;14c11;														2							2																													2																																																																				2																																																																				2																																																2		2																																																2	2
H1036	235	0	1	01	01	H1036_235_0	4	1	1	14c8;14c11;														2							2																													2																																																																				2																																																																				2																																																2		2																																																2	2
H1036	280	0	1	01	01	H1036_280_0	6	1	1	14c8;14c11;														2							2																													2																																																																				2																																																																				2																																																2		2																																																2	2
H1036	285	0	1	01	01	H1036_285_0	5	1	1	14c8;14c10;14c11;14c15;14c19;14c21;14c22;														2						2	2													2										2		2	2	011		2																																																																				2																																																																				2																																																2		2																																																1	2
H1036	292	0	1	01	01	H1036_292_0	5	1	1	14c8;14c11;														2							2																													2																																																																				2																																																																				2																																																2		2																																																2	2
H1036	297	0	1	01	01	H1036_297_0	5	1	1	14c8;14c11;														2							2																													2																																																																				2																																																																				2																																																2		2																																																2	2
H1036	298	0	1	01	01	H1036_298_0	5	1	1	14c8;14c11;														2							2																													2																																																																				2																																																																				2																																																2		2																																																2	2
