pbp_a_hnumber	pbp_a_plan_identifier	segment_id	pbp_a_ben_cov	pbp_a_plan_type	orgtype	bid_id	version	pbp_vbid_group_id	pbp_b13i_bendesc	pbp_b13i_fd_bendesc_yn	pbp_b13i_fd_bendesc_amo	pbp_b13i_fd_maxplan_yn	pbp_b13i_fd_maxplan_amt	pbp_b13i_fd_maxplan_per	pbp_b13i_fd_maxplan_per_d	pbp_b13i_fd_maxenr_yn	pbp_b13i_fd_maxenr_amt	pbp_b13i_fd_maxenr_per	pbp_b13i_fd_maxenr_per_d	pbp_b13i_fd_coins_yn	pbp_b13i_fd_coins_pct_min	pbp_b13i_fd_coins_pct_max	pbp_b13i_fd_ded_yn	pbp_b13i_fd_ded_amt	pbp_b13i_fd_copay_yn	pbp_b13i_fd_copay_amt_min	pbp_b13i_fd_copay_amt_max	pbp_b13i_fd_auth_yn	pbp_b13i_fd_refer_yn	pbp_b13i_ml_bendesc_service	pbp_b13i_ml_bendesc_amo	pbp_b13i_ml_unlimited_yn	pbp_b13i_ml_maxplan_yn	pbp_b13i_ml_maxplan_amt	pbp_b13i_ml_maxplan_per	pbp_b13i_ml_maxplan_per_d	pbp_b13i_ml_maxenr_yn	pbp_b13i_ml_maxenr_amt	pbp_b13i_ml_maxenr_per	pbp_b13i_ml_maxenr_per_d	pbp_b13i_ml_coins_yn	pbp_b13i_ml_coins_pct_min	pbp_b13i_ml_coins_pct_max	pbp_b13i_ml_ded_yn	pbp_b13i_ml_ded_amt	pbp_b13i_ml_copay_yn	pbp_b13i_ml_copay_amt_min	pbp_b13i_ml_copay_amt_max	pbp_b13i_ml_auth_yn	pbp_b13i_ml_refer_yn	pbp_b13i_ps_bendesc_yn	pbp_b13i_ps_bendesc_amo	pbp_b13i_ps_maxplan_yn	pbp_b13i_ps_maxplan_amt	pbp_b13i_ps_maxplan_per	pbp_b13i_ps_maxplan_per_d	pbp_b13i_ps_maxenr_yn	pbp_b13i_ps_maxenr_amt	pbp_b13i_ps_maxenr_per	pbp_b13i_ps_maxenr_per_d	pbp_b13i_ps_coins_yn	pbp_b13i_ps_coins_pct_min	pbp_b13i_ps_coins_pct_max	pbp_b13i_ps_ded_yn	pbp_b13i_ps_ded_amt	pbp_b13i_ps_copay_yn	pbp_b13i_ps_copay_amt_min	pbp_b13i_ps_copay_amt_max	pbp_b13i_ps_auth_yn	pbp_b13i_ps_refer_yn	pbp_b13i_t_bendesc_yn	pbp_b13i_t_bendesc_trn	pbp_b13i_t_bendesc_amo_pal	pbp_b13i_t_bendesc_lim_pal	pbp_b13i_t_bendesc_amt_pal	pbp_b13i_t_bendesc_per_pal	pbp_b13i_t_bendesc_per_pal_d	pbp_b13i_t_bendesc_tt_pal	pbp_b13i_t_bendesc_tt_pal_d	pbp_b13i_t_bendesc_amt_pal_day	pbp_b13i_t_bendesc_mt_pal	pbp_b13i_t_bendesc_mt_pal_d	pbp_b13i_t_bendesc_amo_al	pbp_b13i_t_bendesc_lim_al	pbp_b13i_t_bendesc_amt_al	pbp_b13i_t_bendesc_per_al	pbp_b13i_t_bendesc_per_al_d	pbp_b13i_t_bendesc_tt_al	pbp_b13i_t_bendesc_tt_al_d	pbp_b13i_t_bendesc_amt_al_days	pbp_b13i_t_bendesc_mt_al	pbp_b13i_t_bendesc_mt_al_d	pbp_b13i_t_maxplan_yn	pbp_b13i_t_maxplan_amt	pbp_b13i_t_maxplan_per	pbp_b13i_t_maxplan_per_d	pbp_b13i_t_maxenr_yn	pbp_b13i_t_maxenr_amt	pbp_b13i_t_maxenr_per	pbp_b13i_t_maxenr_per_d	pbp_b13i_t_coins_yn	pbp_b13i_t_coins_pct_min	pbp_b13i_t_coins_pct_max	pbp_b13i_t_ded_yn	pbp_b13i_t_ded_amt	pbp_b13i_t_copay_yn	pbp_b13i_t_copay_amt_min	pbp_b13i_t_copay_amt_max	pbp_b13i_t_auth_yn	pbp_b13i_t_refer_yn	pbp_b13i_air_bendesc_yn	pbp_b13i_air_bendesc_amo	pbp_b13i_air_maxplan_yn	pbp_b13i_air_maxplan_amt	pbp_b13i_air_maxplan_per	pbp_b13i_air_maxplan_per_d	pbp_b13i_air_maxenr_yn	pbp_b13i_air_maxenr_amt	pbp_b13i_air_maxenr_per	pbp_b13i_air_maxenr_per_d	pbp_b13i_air_coins_yn	pbp_b13i_air_coins_pct_min	pbp_b13i_air_coins_pct_max	pbp_b13i_air_ded_yn	pbp_b13i_air_ded_amt	pbp_b13i_air_copay_yn	pbp_b13i_air_copay_amt_min	pbp_b13i_air_copay_amt_max	pbp_b13i_air_auth_yn	pbp_b13i_air_refer_yn	pbp_b13i_socn_bendesc_yn	pbp_b13i_socn_bendesc_amo	pbp_b13i_socn_maxplan_yn	pbp_b13i_socn_maxplan_amt	pbp_b13i_socn_maxplan_per	pbp_b13i_socn_maxplan_per_d	pbp_b13i_socn_maxenr_yn	pbp_b13i_socn_maxenr_amt	pbp_b13i_socn_maxenr_per	pbp_b13i_socn_maxenr_per_d	pbp_b13i_socn_coins_yn	pbp_b13i_socn_coins_pct_min	pbp_b13i_socn_coins_pct_max	pbp_b13i_socn_ded_yn	pbp_b13i_socn_ded_amt	pbp_b13i_socn_copay_yn	pbp_b13i_socn_copay_amt_min	pbp_b13i_socn_copay_amt_max	pbp_b13i_socn_auth_yn	pbp_b13i_socn_refer_yn	pbp_b13i_cmptx_bendesc_yn	pbp_b13i_cmptx_bendesc_amo	pbp_b13i_cmptx_maxplan_yn	pbp_b13i_cmptx_maxplan_amt	pbp_b13i_cmptx_maxplan_per	pbp_b13i_cmptx_maxplan_per_d	pbp_b13i_cmptx_maxenr_yn	pbp_b13i_cmptx_maxenr_amt	pbp_b13i_cmptx_maxenr_per	pbp_b13i_cmptx_maxenr_per_d	pbp_b13i_cmptx_coins_yn	pbp_b13i_cmptx_coins_pct_min	pbp_b13i_cmptx_coins_pct_max	pbp_b13i_cmptx_ded_yn	pbp_b13i_cmptx_ded_amt	pbp_b13i_cmptx_copay_yn	pbp_b13i_cmptx_copay_amt_min	pbp_b13i_cmptx_copay_amt_max	pbp_b13i_cmptx_auth_yn	pbp_b13i_cmptx_refer_yn	pbp_b13i_selfd_bendesc_yn	pbp_b13i_selfd_bendesc_amo	pbp_b13i_selfd_maxplan_yn	pbp_b13i_selfd_maxplan_amt	pbp_b13i_selfd_maxplan_per	pbp_b13i_selfd_maxplan_per_d	pbp_b13i_selfd_maxenr_yn	pbp_b13i_selfd_maxenr_amt	pbp_b13i_selfd_maxenr_per	pbp_b13i_selfd_maxenr_per_d	pbp_b13i_selfd_coins_yn	pbp_b13i_selfd_coins_pct_min	pbp_b13i_selfd_coins_pct_max	pbp_b13i_selfd_ded_yn	pbp_b13i_selfd_ded_amt	pbp_b13i_selfd_copay_yn	pbp_b13i_selfd_copay_amt_min	pbp_b13i_selfd_copay_amt_max	pbp_b13i_selfd_auth_yn	pbp_b13i_selfd_refer_yn	pbp_b13i_home_bendesc_yn	pbp_b13i_home_bendesc_amo	pbp_b13i_home_maxplan_yn	pbp_b13i_home_maxplan_amt	pbp_b13i_home_maxplan_per	pbp_b13i_home_maxplan_per_d	pbp_b13i_home_maxenr_yn	pbp_b13i_home_maxenr_amt	pbp_b13i_home_maxenr_per	pbp_b13i_home_maxenr_per_d	pbp_b13i_home_coins_yn	pbp_b13i_home_coins_pct_min	pbp_b13i_home_coins_pct_max	pbp_b13i_home_ded_yn	pbp_b13i_home_ded_amt	pbp_b13i_home_copay_yn	pbp_b13i_home_copay_amt_min	pbp_b13i_home_copay_amt_max	pbp_b13i_home_auth_yn	pbp_b13i_home_refer_yn	pbp_b13i_suppt_bendesc_yn	pbp_b13i_suppt_bendesc_amo	pbp_b13i_suppt_maxplan_yn	pbp_b13i_suppt_maxplan_amt	pbp_b13i_suppt_maxplan_per	pbp_b13i_suppt_maxplan_per_d	pbp_b13i_suppt_maxenr_yn	pbp_b13i_suppt_maxenr_amt	pbp_b13i_suppt_maxenr_per	pbp_b13i_suppt_maxenr_per_d	pbp_b13i_suppt_coins_yn	pbp_b13i_suppt_coins_pct_min	pbp_b13i_suppt_coins_pct_max	pbp_b13i_suppt_ded_yn	pbp_b13i_suppt_ded_amt	pbp_b13i_suppt_copay_yn	pbp_b13i_suppt_copay_amt_min	pbp_b13i_suppt_copay_amt_max	pbp_b13i_suppt_housing_yn	pbp_b13i_suppt_utility_yn	pbp_b13i_suppt_auth_yn	pbp_b13i_suppt_refer_yn
H5262	008	0	1	01	01	H5262_008_0	4	1	0110000000	1	2	2				2				2			2		2			1	2	1	2	2	2				2				2			2		2			1	2																																																																																																																																																																																						
H5262	009	0	1	01	01	H5262_009_0	3	1	0110000000	1	2	2				2				2			2		2			1	2	1	2	2	2				2				2			2		2			1	2																																																																																																																																																																																						
H5262	010	0	1	01	01	H5262_010_0	3	1	0110000000	1	2	2				2				2			2		2			1	2	1	2	2	2				2				2			2		2			1	2																																																																																																																																																																																						
H5262	021	0	1	01	01	H5262_021_0	4	1	0110000000	1	2	2				2				2			2		2			1	2	1	2	2	2				2				2			2		2			1	2																																																																																																																																																																																						
H5262	023	0	1	01	01	H5262_023_0	4	1	0110000000	1	2	2				2				2			2		2			1	2	1	2	2	2				2				2			2		2			1	2																																																																																																																																																																																						
H5262	029	0	1	01	01	H5262_029_0	5	1	1110000000	1	2	2				2				2			2		2			1	2	1	2	2	2				2				2			2		2			1	2																																																																																																																																																																	1	2	2				2				2			2		2			2	1	1	2
H5262	030	0	1	01	01	H5262_030_0	5	1	1110000000	1	2	2				2				2			2		2			1	2	1	2	2	2				2				2			2		2			1	2																																																																																																																																																																	1	2	2				2				2			2		2			2	1	1	2
H5262	032	0	1	01	01	H5262_032_0	4	1	0110000000	1	2	2				2				2			2		2			1	2	1	2	2	2				2				2			2		2			1	2																																																																																																																																																																																						
H5262	033	0	1	01	01	H5262_033_0	4	1	0110000000	1	2	2				2				2			2		2			1	2	1	2	2	2				2				2			2		2			1	2																																																																																																																																																																																						
H5272	001	0	1	01	01	H5272_001_0	7	1	1111110001	1	2	2				2				2			2		1	0.00	0.00	2	2	1	2	1	2				2				2			2		1	0.00	0.00	2	2	1	2	2				2				2			2		1	0.00	0.00	2	2	1	2											2	1				5	Gas pay-at-pump		100000	Gas pay-at-pump	2				2				2			2		1	0.00	0.00	2	2	1	2	2				2				2			2		1	0.00	0.00	2	2																																																													1	2	2				2				2			2		1	0.00	0.00	2	2	1	2	2				2				2			2		1	0.00	0.00	1	1	2	2
H5294	010	0	1	01	01	H5294_010_0	8	1	1111110001	1	2	2				2				2			2		1	0.00	0.00	2	2	1	2	1	2				2				2			2		1	0.00	0.00	2	2	1	2	2				2				2			2		1	0.00	0.00	2	2	1	2											2	1				5	Gas pay-at-pump		100000	Gas pay-at-pump	2				2				2			2		1	0.00	0.00	2	2	1	2	2				2				2			2		1	0.00	0.00	2	2																																																													1	2	2				2				2			2		1	0.00	0.00	2	2	1	2	2				2				2			2		1	0.00	0.00	1	1	2	2
H5294	015	0	1	01	01	H5294_015_0	8	1	1111110001	1	2	2				2				2			2		1	0.00	0.00	2	2	1	2	1	2				2				2			2		1	0.00	0.00	2	2	1	2	2				2				2			2		1	0.00	0.00	2	2	1	2											2	1				5	Gas pay-at-pump		100000	Gas pay-at-pump	2				2				2			2		1	0.00	0.00	2	2	1	2	2				2				2			2		1	0.00	0.00	2	2																																																													1	2	2				2				2			2		1	0.00	0.00	2	2	1	2	2				2				2			2		1	0.00	0.00	1	1	2	2
H5294	021	0	1	01	01	H5294_021_0	8	1	1111110001	1	2	2				2				2			2		1	0.00	0.00	2	2	1	2	1	2				2				2			2		1	0.00	0.00	2	2	1	2	2				2				2			2		1	0.00	0.00	2	2	1	2											2	1				5	Gas pay-at-pump		100000	Gas pay-at-pump	2				2				2			2		1	0.00	0.00	2	2	1	2	2				2				2			2		1	0.00	0.00	2	2																																																													1	2	2				2				2			2		1	0.00	0.00	2	2	1	2	2				2				2			2		1	0.00	0.00	1	1	2	2
H5294	022	0	1	01	01	H5294_022_0	8	1	1111110001	1	2	2				2				2			2		1	0.00	0.00	2	2	1	2	1	2				2				2			2		1	0.00	0.00	2	2	1	2	2				2				2			2		1	0.00	0.00	2	2	1	2											2	1				5	Gas pay-at-pump		100000	Gas pay-at-pump	2				2				2			2		1	0.00	0.00	2	2	1	2	2				2				2			2		1	0.00	0.00	2	2																																																													1	2	2				2				2			2		1	0.00	0.00	2	2	1	2	2				2				2			2		1	0.00	0.00	1	1	2	2
H5294	023	0	1	01	01	H5294_023_0	8	1	1111110001	1	2	2				2				2			2		1	0.00	0.00	2	2	1	2	1	2				2				2			2		1	0.00	0.00	2	2	1	2	2				2				2			2		1	0.00	0.00	2	2	1	2											2	1				5	Gas pay-at-pump		100000	Gas pay-at-pump	2				2				2			2		1	0.00	0.00	2	2	1	2	2				2				2			2		1	0.00	0.00	2	2																																																													1	2	2				2				2			2		1	0.00	0.00	2	2	1	2	2				2				2			2		1	0.00	0.00	1	1	2	2
H5294	024	0	1	01	01	H5294_024_0	8	1	1111110001	1	2	2				2				2			2		1	0.00	0.00	2	2	1	2	1	2				2				2			2		1	0.00	0.00	2	2	1	2	2				2				2			2		1	0.00	0.00	2	2	1	2											2	1				5	Gas pay-at-pump		100000	Gas pay-at-pump	2				2				2			2		1	0.00	0.00	2	2	1	2	2				2				2			2		1	0.00	0.00	2	2																																																													1	2	2				2				2			2		1	0.00	0.00	2	2	1	2	2				2				2			2		1	0.00	0.00	1	1	2	2
H5294	025	0	1	01	01	H5294_025_0	8	1	1111110001	1	2	2				2				2			2		1	0.00	0.00	2	2	1	2	1	2				2				2			2		1	0.00	0.00	2	2	1	2	2				2				2			2		1	0.00	0.00	2	2	1	2											2	1				5	Gas pay-at-pump		100000	Gas pay-at-pump	2				2				2			2		1	0.00	0.00	2	2	1	2	2				2				2			2		1	0.00	0.00	2	2																																																													1	2	2				2				2			2		1	0.00	0.00	2	2	1	2	2				2				2			2		1	0.00	0.00	1	1	2	2
H5296	003	0	1	01	01	H5296_003_0	9	1	1001000000																																										1	2	2				2				2			2		2			2	2																																																																																																																																													1	2	2				2				2			2		1	50.00	50.00	2	2	2	2
H5296	004	0	1	02	01	H5296_004_0	6	1	1101000000	1	2	2				2				2			2		2			2	2																						1	2	2				2				2			2		2			2	2																																																																																																																																													1	2	2				2				2			2		1	0.00	50.00	2	1	2	2
H5296	006	0	1	01	01	H5296_006_0	10	1	1001000000																																										1	2	2				2				2			2		2			2	2																																																																																																																																													1	2	2				2				2			2		1	50.00	50.00	2	2	2	2
H5296	007	0	1	01	01	H5296_007_0	9	1	1101010000	1	2	1	100.00	5		2				2			2		2			2	2																						1	2	2				2				2			2		2			2	2																																									1	2	2				2				2			2		2			2	2																																																																																	1	2	2				2				2			2		1	50.00	50.00	2	2	2	2
H5296	008	0	1	01	01	H5296_008_0	8	1	1001000000																																										1	2	2				2				2			2		2			2	2																																																																																																																																													1	2	2				2				2			2		1	50.00	50.00	2	2	2	2
H5296	009	0	1	02	01	H5296_009_0	6	1	1101000000	1	2	2				2				2			2		2			2	2																						1	2	2				2				2			2		2			2	2																																																																																																																																													1	2	2				2				2			2		1	0.00	50.00	2	1	2	2
H5296	010	0	1	01	01	H5296_010_0	8	1	1001000000																																										1	2	2				2				2			2		2			2	2																																																																																																																																													1	2	2				2				2			2		1	50.00	50.00	2	2	2	2
H5296	011	0	1	01	01	H5296_011_0	6	1	1101010000	1	2	2				2				2			2		2			2	2																						1	2	2				2				2			2		2			2	2																																									1	2	2				2				2			2		2			2	2																																																																																	1	2	2				2				2			2		1	0.00	50.00	2	1	2	2
H5299	001	0	1	01	01	H5299_001_0	6	1	1100000000	1	2	2				2				2			2		2			2	2																																																																																																																																																																																						1	2	2				2				2			2		2			1	1	2	2
H5299	006	0	1	01	01	H5299_006_0	7	1	1100000000	1	2	2				2				2			2		2			2	2																																																																																																																																																																																						1	2	2				2				2			2		2			1	1	2	2
H5299	009	0	1	01	01	H5299_009_0	7	1	1100000000	1	2	2				2				2			2		2			2	2																																																																																																																																																																																						1	2	2				2				2			2		2			1	1	2	2
H5299	013	0	1	01	01	H5299_013_0	6	1	1100000000	1	2	2				2				2			2		2			2	2																																																																																																																																																																																						1	2	2				2				2			2		2			1	1	2	2
H5299	014	0	1	01	01	H5299_014_0	6	1	1100000000	1	2	2				2				2			2		2			2	2																																																																																																																																																																																						1	2	2				2				2			2		2			1	1	2	2
H5299	015	0	1	01	01	H5299_015_0	6	1	1100000000	1	2	2				2				2			2		2			2	2																																																																																																																																																																																						1	2	2				2				2			2		2			1	1	2	2
H5299	016	0	1	01	01	H5299_016_0	6	1	1100000000	1	2	2				2				2			2		2			2	2																																																																																																																																																																																						1	2	2				2				2			2		2			1	1	2	2
H5299	017	0	1	01	01	H5299_017_0	6	1	1100000000	1	2	2				2				2			2		2			2	2																																																																																																																																																																																						1	2	2				2				2			2		2			1	1	2	2
H5299	018	0	1	01	01	H5299_018_0	6	1	1100000000	1	2	2				2				2			2		2			2	2																																																																																																																																																																																						1	2	2				2				2			2		2			1	1	2	2
H5302	012	0	1	01	01	H5302_012_0	2	1	1100100000	1	2	2				2				2			2		1	0.00	0.00	2	2																																										1	2											2	1				2			111111	cost of gasoline	2				2				2			2		1	0.00	0.00	2	2																																																																																																					1	2	2				2				2			2		1	0.00	0.00	2	1	2	2
H5302	020	0	1	01	01	H5302_020_0	2	1	1100100000	1	2	2				2				2			2		1	0.00	0.00	2	2																																										1	2											2	1				2			111111	cost of gasoline	2				2				2			2		1	0.00	0.00	2	2																																																																																																					1	2	2				2				2			2		1	0.00	0.00	2	1	2	2
H5302	022	0	1	01	01	H5302_022_0	2	1	1100100000	1	2	2				2				2			2		1	0.00	0.00	2	2																																										1	2											2	1				2			111111	cost of gasoline	2				2				2			2		1	0.00	0.00	2	2																																																																																																					1	2	2				2				2			2		1	0.00	0.00	2	1	2	2
H5302	024	0	1	01	01	H5302_024_0	2	1	1100100000	1	2	2				2				2			2		1	0.00	0.00	2	2																																										1	2											2	1				2			111111	cost of gasoline	2				2				2			2		1	0.00	0.00	2	2																																																																																																					1	2	2				2				2			2		1	0.00	0.00	2	1	2	2
H5302	026	0	1	01	01	H5302_026_0	2	1	1100100000	1	2	2				2				2			2		1	0.00	0.00	2	2																																										1	2											2	1				2			111111	cost of gasoline	2				2				2			2		1	0.00	0.00	2	2																																																																																																					1	2	2				2				2			2		1	0.00	0.00	2	1	2	2
H5302	809	0	1	01	01	H5302_809_0	1	1	0000001100																																																																																																																										1	2	2				2				2			2		2			2	2	1	2	2				2				2			2		2			2	2																																																														
H5322	025	0	1	02	01	H5322_025_0	4	1	1100000000	1	2	1	0.00	7		2				2			2		1	0.00	0.00	2	2																																																																																																																																																																																						1	2	1	0.00	7		2				2			2		1	0.00	0.00	2	1	2	2
H5322	026	0	1	02	01	H5322_026_0	4	1	1100000000	1	2	1	0.00	7		2				2			2		1	0.00	0.00	2	2																																																																																																																																																																																						1	2	1	0.00	7		2				2			2		1	0.00	0.00	2	1	2	2
H5322	028	0	1	02	01	H5322_028_0	4	1	1100000000	1	2	1	0.00	7		2				2			2		1	0.00	0.00	2	2																																																																																																																																																																																						1	2	1	0.00	7		2				2			2		1	0.00	0.00	2	1	2	2
H5322	029	0	1	02	01	H5322_029_0	4	1	1100000000	1	2	1	0.00	7		2				2			2		1	0.00	0.00	2	2																																																																																																																																																																																						1	2	1	0.00	7		2				2			2		1	0.00	0.00	2	1	2	2
H5322	031	0	1	02	01	H5322_031_0	4	1	1100000000	1	2	1	0.00	7		2				2			2		1	0.00	0.00	2	2																																																																																																																																																																																						1	2	1	0.00	7		2				2			2		1	0.00	0.00	2	1	2	2
H5322	033	0	1	02	01	H5322_033_0	4	1	1100000000	1	2	1	0.00	7		2				2			2		1	0.00	0.00	2	2																																																																																																																																																																																						1	2	1	0.00	7		2				2			2		1	0.00	0.00	2	1	2	2
H5322	034	0	1	02	01	H5322_034_0	4	1	1100000000	1	2	1	0.00	7		2				2			2		1	0.00	0.00	2	2																																																																																																																																																																																						1	2	1	0.00	7		2				2			2		1	0.00	0.00	2	1	2	2
H5322	038	0	1	02	01	H5322_038_0	4	1	1100000000	1	2	1	0.00	7		2				2			2		1	0.00	0.00	2	2																																																																																																																																																																																						1	2	1	0.00	7		2				2			2		1	0.00	0.00	2	1	2	2
H5322	046	0	1	02	01	H5322_046_0	4	1	1100000000	1	2	1	0.00	7		2				2			2		1	0.00	0.00	2	2																																																																																																																																																																																						1	2	1	0.00	7		2				2			2		1	0.00	0.00	2	1	2	2
H5322	049	1	1	02	01	H5322_049_1	4	1	1100000000	1	2	1	0.00	7		2				2			2		1	0.00	0.00	2	2																																																																																																																																																																																						1	2	1	0.00	7		2				2			2		1	0.00	0.00	2	1	2	2
H5322	049	2	1	02	01	H5322_049_2	4	1	1100000000	1	2	1	0.00	7		2				2			2		1	0.00	0.00	2	2																																																																																																																																																																																						1	2	1	0.00	7		2				2			2		1	0.00	0.00	2	1	2	2
H5322	050	1	1	02	01	H5322_050_1	4	1	1100000000	1	2	1	0.00	7		2				2			2		1	0.00	0.00	2	2																																																																																																																																																																																						1	2	1	0.00	7		2				2			2		1	0.00	0.00	2	1	2	2
H5322	050	2	1	02	01	H5322_050_2	4	1	1100000000	1	2	1	0.00	7		2				2			2		1	0.00	0.00	2	2																																																																																																																																																																																						1	2	1	0.00	7		2				2			2		1	0.00	0.00	2	1	2	2
H5325	003	0	1	01	01	H5325_003_0	2	1	1100100000	1	2	2				2				2			2		1	0.00	0.00	2	2																																										1	2											2	1				2			111111	cost of gasoline	2				2				2			2		1	0.00	0.00	2	2																																																																																																					1	2	2				2				2			2		1	0.00	0.00	2	1	2	2
H5325	004	0	1	01	01	H5325_004_0	2	1	1100100000	1	2	2				2				2			2		1	0.00	0.00	2	2																																										1	2											2	1				2			111111	cost of gasoline	2				2				2			2		1	0.00	0.00	2	2																																																																																																					1	2	2				2				2			2		1	0.00	0.00	2	1	2	2
H5325	005	0	1	01	01	H5325_005_0	2	1	1100100000	1	2	2				2				2			2		1	0.00	0.00	2	2																																										1	2											2	1				2			111111	cost of gasoline	2				2				2			2		1	0.00	0.00	2	2																																																																																																					1	2	2				2				2			2		1	0.00	0.00	2	1	2	2
H5325	006	0	1	01	01	H5325_006_0	2	1	1100100000	1	2	2				2				2			2		1	0.00	0.00	2	2																																										1	2											2	1				2			111111	cost of gasoline	2				2				2			2		1	0.00	0.00	2	2																																																																																																					1	2	2				2				2			2		1	0.00	0.00	2	1	2	2
H5325	007	0	1	01	01	H5325_007_0	3	1	1100100000	1	2	2				2				2			2		1	0.00	0.00	2	2																																										1	2											2	1				2			111111	cost of gasoline	2				2				2			2		1	0.00	0.00	2	2																																																																																																					1	2	2				2				2			2		1	0.00	0.00	2	1	2	2
H5325	011	0	1	01	01	H5325_011_0	2	1	1100100000	1	2	2				2				2			2		1	0.00	0.00	2	2																																										1	2											2	1				2			111111	cost of gasoline	2				2				2			2		1	0.00	0.00	2	2																																																																																																					1	2	2				2				2			2		1	0.00	0.00	2	1	2	2
H5325	012	0	1	01	01	H5325_012_0	2	1	1100100000	1	2	2				2				2			2		1	0.00	0.00	2	2																																										1	2											2	1				2			111111	cost of gasoline	2				2				2			2		1	0.00	0.00	2	2																																																																																																					1	2	2				2				2			2		1	0.00	0.00	2	1	2	2
H5325	013	0	1	01	01	H5325_013_0	2	1	1100100000	1	2	2				2				2			2		1	0.00	0.00	2	2																																										1	2											2	1				2			111111	cost of gasoline	2				2				2			2		1	0.00	0.00	2	2																																																																																																					1	2	2				2				2			2		1	0.00	0.00	2	1	2	2
H5325	014	0	1	01	01	H5325_014_0	2	1	1100100000	1	2	2				2				2			2		1	0.00	0.00	2	2																																										1	2											2	1				2			111111	cost of gasoline	2				2				2			2		1	0.00	0.00	2	2																																																																																																					1	2	2				2				2			2		1	0.00	0.00	2	1	2	2
H5325	015	0	1	01	01	H5325_015_0	2	1	1100100000	1	2	2				2				2			2		1	0.00	0.00	2	2																																										1	2											2	1				2			111111	cost of gasoline	2				2				2			2		1	0.00	0.00	2	2																																																																																																					1	2	2				2				2			2		1	0.00	0.00	2	1	2	2
H5374	001	0	1	01	01	H5374_001_0	4	1	0000101000																																																														1	1	2	2	16	3		1			000011												2				2				2			2		2			2	2																					1	2	2				2				2			2		2			1	1																																																																																		
H5377	003	0	1	01	01	H5377_003_0	4	1	1101111000	1	2	2				2				2			2		2			2	2																						1	2	2				2				2			2		2			2	2	1	2											2	1				1			011111		2				2				2			2		2			2	2	1	2	2				2				2			2		2			2	2	1	2	2				2				2			2		2			2	2																																																													1	2	2				2				2			2		2			1	1	2	2
H5397	003	0	1	01	01	H5397_003_0	6	1	1100000000	1	2	2				2				2			2		2			2	2																																																																																																																																																																																						1	2	2				2				2			2		2			1	1	2	2
H5397	004	0	1	01	01	H5397_004_0	6	1	1100000000	1	2	2				2				2			2		2			2	2																																																																																																																																																																																						1	2	2				2				2			2		2			1	1	2	2
H5397	005	0	1	01	01	H5397_005_0	6	1	1100000000	1	2	2				2				2			2		2			2	2																																																																																																																																																																																						1	2	2				2				2			2		2			1	1	2	2
H5420	006	0	1	01	01	H5420_006_0	4	1	1100000000	1	2	1	0.00	7		2				2			2		1	0.00	0.00	2	2																																																																																																																																																																																						1	2	1	0.00	7		2				2			2		1	0.00	0.00	2	1	2	2
H5420	014	0	1	01	01	H5420_014_0	4	1	0100000000	1	2	1	0.00	7		2				2			2		1	0.00	0.00	2	2																																																																																																																																																																																																											
H5420	015	0	1	01	01	H5420_015_0	4	1	1100000000	1	2	1	0.00	7		2				2			2		1	0.00	0.00	2	2																																																																																																																																																																																						1	2	1	0.00	7		2				2			2		1	0.00	0.00	2	1	2	2
H5420	016	0	1	02	01	H5420_016_0	4	1	1100000000	1	2	1	0.00	7		2				2			2		1	0.00	0.00	2	2																																																																																																																																																																																						1	2	1	0.00	7		2				2			2		1	0.00	0.00	2	1	2	2
H5422	015	0	1	02	01	H5422_015_0	4	1	1100000000	1	2	1	0.00	7		2				2			2		1	0.00	0.00	1	2																																																																																																																																																																																						1	2	1	0.00	7		2				2			2		1	0.00	0.00	2	1	1	2
H5422	018	0	1	01	01	H5422_018_0	4	1	1100000000	1	2	1	0.00	7		2				2			2		1	0.00	0.00	1	2																																																																																																																																																																																						1	2	1	0.00	7		2				2			2		1	0.00	0.00	2	1	1	2
H5422	019	0	1	01	01	H5422_019_0	5	1	1100000000	1	2	1	0.00	7		2				2			2		1	0.00	0.00	1	2																																																																																																																																																																																						1	2	1	0.00	7		2				2			2		1	0.00	0.00	2	1	1	2
H5425	034	0	1	01	01	H5425_034_0	7	1	0100100000	1	2	1	0.00	7		2				2			2		2			1	1																																										1	1	2	2	0	3		1			011010												2				2				2			2		2			1	1																																																																																																																										
H5425	070	0	1	01	01	H5425_070_0	8	1	0100100000	1	2	1	0.00	7		2				2			2		2			1	1																																										1	1	2	2	0	3		1			011010												2				2				2			2		2			1	1																																																																																																																										
H5425	076	0	1	01	01	H5425_076_0	8	1	0100100000	1	2	1	0.00	7		2				2			2		2			1	1																																										1	1	2	2	0	3		1			011010												2				2				2			2		2			1	1																																																																																																																										
H5425	086	0	1	01	01	H5425_086_0	8	1	0100100000	1	2	1	10.00	7		2				2			2		2			1	1																																										1	1	2	2	0	3		1			011010												2				2				2			2		2			1	1																																																																																																																										
H5425	087	0	1	01	01	H5425_087_0	9	1	0000100000																																																														1	1	2	2	0	3		1			011010												2				2				2			2		2			1	1																																																																																																																										
H5425	091	0	1	02	01	H5425_091_0	7	1	0000100000																																																														1	1	2	2	0	3		1			011010												2				2				2			2		2			1	1																																																																																																																										
