pbp_a_hnumber	pbp_a_plan_identifier	segment_id	pbp_a_ben_cov	pbp_a_plan_type	orgtype	bid_id	version	pbp_vbid_group_id	pbp_b13i_bendesc	pbp_b13i_fd_bendesc_yn	pbp_b13i_fd_bendesc_amo	pbp_b13i_fd_maxplan_yn	pbp_b13i_fd_maxplan_amt	pbp_b13i_fd_maxplan_per	pbp_b13i_fd_maxplan_per_d	pbp_b13i_fd_maxenr_yn	pbp_b13i_fd_maxenr_amt	pbp_b13i_fd_maxenr_per	pbp_b13i_fd_maxenr_per_d	pbp_b13i_fd_coins_yn	pbp_b13i_fd_coins_pct_min	pbp_b13i_fd_coins_pct_max	pbp_b13i_fd_ded_yn	pbp_b13i_fd_ded_amt	pbp_b13i_fd_copay_yn	pbp_b13i_fd_copay_amt_min	pbp_b13i_fd_copay_amt_max	pbp_b13i_fd_auth_yn	pbp_b13i_fd_refer_yn	pbp_b13i_ml_bendesc_service	pbp_b13i_ml_bendesc_amo	pbp_b13i_ml_unlimited_yn	pbp_b13i_ml_maxplan_yn	pbp_b13i_ml_maxplan_amt	pbp_b13i_ml_maxplan_per	pbp_b13i_ml_maxplan_per_d	pbp_b13i_ml_maxenr_yn	pbp_b13i_ml_maxenr_amt	pbp_b13i_ml_maxenr_per	pbp_b13i_ml_maxenr_per_d	pbp_b13i_ml_coins_yn	pbp_b13i_ml_coins_pct_min	pbp_b13i_ml_coins_pct_max	pbp_b13i_ml_ded_yn	pbp_b13i_ml_ded_amt	pbp_b13i_ml_copay_yn	pbp_b13i_ml_copay_amt_min	pbp_b13i_ml_copay_amt_max	pbp_b13i_ml_auth_yn	pbp_b13i_ml_refer_yn	pbp_b13i_ps_bendesc_yn	pbp_b13i_ps_bendesc_amo	pbp_b13i_ps_maxplan_yn	pbp_b13i_ps_maxplan_amt	pbp_b13i_ps_maxplan_per	pbp_b13i_ps_maxplan_per_d	pbp_b13i_ps_maxenr_yn	pbp_b13i_ps_maxenr_amt	pbp_b13i_ps_maxenr_per	pbp_b13i_ps_maxenr_per_d	pbp_b13i_ps_coins_yn	pbp_b13i_ps_coins_pct_min	pbp_b13i_ps_coins_pct_max	pbp_b13i_ps_ded_yn	pbp_b13i_ps_ded_amt	pbp_b13i_ps_copay_yn	pbp_b13i_ps_copay_amt_min	pbp_b13i_ps_copay_amt_max	pbp_b13i_ps_auth_yn	pbp_b13i_ps_refer_yn	pbp_b13i_t_bendesc_yn	pbp_b13i_t_bendesc_trn	pbp_b13i_t_bendesc_amo_pal	pbp_b13i_t_bendesc_lim_pal	pbp_b13i_t_bendesc_amt_pal	pbp_b13i_t_bendesc_per_pal	pbp_b13i_t_bendesc_per_pal_d	pbp_b13i_t_bendesc_tt_pal	pbp_b13i_t_bendesc_tt_pal_d	pbp_b13i_t_bendesc_amt_pal_day	pbp_b13i_t_bendesc_mt_pal	pbp_b13i_t_bendesc_mt_pal_d	pbp_b13i_t_bendesc_amo_al	pbp_b13i_t_bendesc_lim_al	pbp_b13i_t_bendesc_amt_al	pbp_b13i_t_bendesc_per_al	pbp_b13i_t_bendesc_per_al_d	pbp_b13i_t_bendesc_tt_al	pbp_b13i_t_bendesc_tt_al_d	pbp_b13i_t_bendesc_amt_al_days	pbp_b13i_t_bendesc_mt_al	pbp_b13i_t_bendesc_mt_al_d	pbp_b13i_t_maxplan_yn	pbp_b13i_t_maxplan_amt	pbp_b13i_t_maxplan_per	pbp_b13i_t_maxplan_per_d	pbp_b13i_t_maxenr_yn	pbp_b13i_t_maxenr_amt	pbp_b13i_t_maxenr_per	pbp_b13i_t_maxenr_per_d	pbp_b13i_t_coins_yn	pbp_b13i_t_coins_pct_min	pbp_b13i_t_coins_pct_max	pbp_b13i_t_ded_yn	pbp_b13i_t_ded_amt	pbp_b13i_t_copay_yn	pbp_b13i_t_copay_amt_min	pbp_b13i_t_copay_amt_max	pbp_b13i_t_auth_yn	pbp_b13i_t_refer_yn	pbp_b13i_air_bendesc_yn	pbp_b13i_air_bendesc_amo	pbp_b13i_air_maxplan_yn	pbp_b13i_air_maxplan_amt	pbp_b13i_air_maxplan_per	pbp_b13i_air_maxplan_per_d	pbp_b13i_air_maxenr_yn	pbp_b13i_air_maxenr_amt	pbp_b13i_air_maxenr_per	pbp_b13i_air_maxenr_per_d	pbp_b13i_air_coins_yn	pbp_b13i_air_coins_pct_min	pbp_b13i_air_coins_pct_max	pbp_b13i_air_ded_yn	pbp_b13i_air_ded_amt	pbp_b13i_air_copay_yn	pbp_b13i_air_copay_amt_min	pbp_b13i_air_copay_amt_max	pbp_b13i_air_auth_yn	pbp_b13i_air_refer_yn	pbp_b13i_socn_bendesc_yn	pbp_b13i_socn_bendesc_amo	pbp_b13i_socn_maxplan_yn	pbp_b13i_socn_maxplan_amt	pbp_b13i_socn_maxplan_per	pbp_b13i_socn_maxplan_per_d	pbp_b13i_socn_maxenr_yn	pbp_b13i_socn_maxenr_amt	pbp_b13i_socn_maxenr_per	pbp_b13i_socn_maxenr_per_d	pbp_b13i_socn_coins_yn	pbp_b13i_socn_coins_pct_min	pbp_b13i_socn_coins_pct_max	pbp_b13i_socn_ded_yn	pbp_b13i_socn_ded_amt	pbp_b13i_socn_copay_yn	pbp_b13i_socn_copay_amt_min	pbp_b13i_socn_copay_amt_max	pbp_b13i_socn_auth_yn	pbp_b13i_socn_refer_yn	pbp_b13i_cmptx_bendesc_yn	pbp_b13i_cmptx_bendesc_amo	pbp_b13i_cmptx_maxplan_yn	pbp_b13i_cmptx_maxplan_amt	pbp_b13i_cmptx_maxplan_per	pbp_b13i_cmptx_maxplan_per_d	pbp_b13i_cmptx_maxenr_yn	pbp_b13i_cmptx_maxenr_amt	pbp_b13i_cmptx_maxenr_per	pbp_b13i_cmptx_maxenr_per_d	pbp_b13i_cmptx_coins_yn	pbp_b13i_cmptx_coins_pct_min	pbp_b13i_cmptx_coins_pct_max	pbp_b13i_cmptx_ded_yn	pbp_b13i_cmptx_ded_amt	pbp_b13i_cmptx_copay_yn	pbp_b13i_cmptx_copay_amt_min	pbp_b13i_cmptx_copay_amt_max	pbp_b13i_cmptx_auth_yn	pbp_b13i_cmptx_refer_yn	pbp_b13i_selfd_bendesc_yn	pbp_b13i_selfd_bendesc_amo	pbp_b13i_selfd_maxplan_yn	pbp_b13i_selfd_maxplan_amt	pbp_b13i_selfd_maxplan_per	pbp_b13i_selfd_maxplan_per_d	pbp_b13i_selfd_maxenr_yn	pbp_b13i_selfd_maxenr_amt	pbp_b13i_selfd_maxenr_per	pbp_b13i_selfd_maxenr_per_d	pbp_b13i_selfd_coins_yn	pbp_b13i_selfd_coins_pct_min	pbp_b13i_selfd_coins_pct_max	pbp_b13i_selfd_ded_yn	pbp_b13i_selfd_ded_amt	pbp_b13i_selfd_copay_yn	pbp_b13i_selfd_copay_amt_min	pbp_b13i_selfd_copay_amt_max	pbp_b13i_selfd_auth_yn	pbp_b13i_selfd_refer_yn	pbp_b13i_home_bendesc_yn	pbp_b13i_home_bendesc_amo	pbp_b13i_home_maxplan_yn	pbp_b13i_home_maxplan_amt	pbp_b13i_home_maxplan_per	pbp_b13i_home_maxplan_per_d	pbp_b13i_home_maxenr_yn	pbp_b13i_home_maxenr_amt	pbp_b13i_home_maxenr_per	pbp_b13i_home_maxenr_per_d	pbp_b13i_home_coins_yn	pbp_b13i_home_coins_pct_min	pbp_b13i_home_coins_pct_max	pbp_b13i_home_ded_yn	pbp_b13i_home_ded_amt	pbp_b13i_home_copay_yn	pbp_b13i_home_copay_amt_min	pbp_b13i_home_copay_amt_max	pbp_b13i_home_auth_yn	pbp_b13i_home_refer_yn	pbp_b13i_suppt_bendesc_yn	pbp_b13i_suppt_bendesc_amo	pbp_b13i_suppt_maxplan_yn	pbp_b13i_suppt_maxplan_amt	pbp_b13i_suppt_maxplan_per	pbp_b13i_suppt_maxplan_per_d	pbp_b13i_suppt_maxenr_yn	pbp_b13i_suppt_maxenr_amt	pbp_b13i_suppt_maxenr_per	pbp_b13i_suppt_maxenr_per_d	pbp_b13i_suppt_coins_yn	pbp_b13i_suppt_coins_pct_min	pbp_b13i_suppt_coins_pct_max	pbp_b13i_suppt_ded_yn	pbp_b13i_suppt_ded_amt	pbp_b13i_suppt_copay_yn	pbp_b13i_suppt_copay_amt_min	pbp_b13i_suppt_copay_amt_max	pbp_b13i_suppt_housing_yn	pbp_b13i_suppt_utility_yn	pbp_b13i_suppt_auth_yn	pbp_b13i_suppt_refer_yn
H2174	001	0	1	02	01	H2174_001_0	8	1	1111110001	1	2	2				2				2			2		1	0.00	0.00	2	2	1	2	1	2				2				2			2		1	0.00	0.00	2	2	1	2	2				2				2			2		1	0.00	0.00	2	2	1	2											2	1				5	Gas pay-at-pump		100000	Gas pay-at-pump	2				2				2			2		1	0.00	0.00	2	2	1	2	2				2				2			2		1	0.00	0.00	2	2																																																													1	2	2				2				2			2		1	0.00	0.00	2	2	1	2	2				2				2			2		1	0.00	0.00	1	1	2	2
H2174	012	0	1	02	01	H2174_012_0	8	1	1111110001	1	2	2				2				2			2		1	0.00	0.00	2	2	1	2	1	2				2				2			2		1	0.00	0.00	2	2	1	2	2				2				2			2		1	0.00	0.00	2	2	1	2											2	1				5	Gas pay-at-pump		100000	Gas pay-at-pump	2				2				2			2		1	0.00	0.00	2	2	1	2	2				2				2			2		1	0.00	0.00	2	2																																																													1	2	2				2				2			2		1	0.00	0.00	2	2	1	2	2				2				2			2		1	0.00	0.00	1	1	2	2
H2174	013	0	1	02	01	H2174_013_0	8	1	1111110001	1	2	2				2				2			2		1	0.00	0.00	2	2	1	2	1	2				2				2			2		1	0.00	0.00	2	2	1	2	2				2				2			2		1	0.00	0.00	2	2	1	2											2	1				5	Gas pay-at-pump		100000	Gas pay-at-pump	2				2				2			2		1	0.00	0.00	2	2	1	2	2				2				2			2		1	0.00	0.00	2	2																																																													1	2	2				2				2			2		1	0.00	0.00	2	2	1	2	2				2				2			2		1	0.00	0.00	1	1	2	2
H2185	001	0	1	01	01	H2185_001_0	5	1	0100100000	1	2	1	25.00	7		2				2			2		2			2	2																																										1	2											2	2	0	3		1			011011		2				2				2			2		2			2	2																																																																																																																										
H2185	003	0	1	02	01	H2185_003_0	5	1	0000101000																																																														1	2											2	2	0	3		1			011011		2				2				2			2		2			2	2																					1	2	1	0.00	5		2				2			2		2			2	2																																																																																		
H2224	001	0	1	01	01	H2224_001_0	11	1	1100100000	1	2	2				2				2			2		2			1	2																																										1	1	2	2	80	3		1			111111	Other transportation includes wheelchair lift-equipped vehicle or stretcher van services.											2				2				2			2		2			1	2																																																																																																					1	2	2				2				2			2		2			2	1	1	2
H2224	003	0	1	01	01	H2224_003_0	9	1	1100100000	1	2	2				2				2			2		2			1	2																																										1	1	2	2	80	3		1			111111	Other transportation includes wheelchair lift-equipped vehicle or stretcher van services.											2				2				2			2		2			1	2																																																																																																					1	2	2				2				2			2		2			2	1	1	2
H2225	001	0	1	01	01	H2225_001_0	6	1	1100000000	1	2	1	0.00	5		2				2			2		2			2	2																																																																																																																																																																																						1	2	1	0.00	5		2				2			2		2			2	1	2	2
H2226	001	0	1	01	01	H2226_001_0	4	1	1100000000	1	2	1	0.00	7		2				2			2		1	0.00	0.00	2	2																																																																																																																																																																																						1	2	1	0.00	7		2				2			2		1	0.00	0.00	2	1	2	2
H2226	003	0	1	01	01	H2226_003_0	4	1	1100000000	1	2	1	0.00	7		2				2			2		1	0.00	0.00	2	2																																																																																																																																																																																						1	2	1	0.00	7		2				2			2		1	0.00	0.00	2	1	2	2
H2247	001	0	1	02	01	H2247_001_0	4	1	1100000000	1	2	1	0.00	7		2				2			2		1	0.00	0.00	2	2																																																																																																																																																																																						1	2	1	0.00	7		2				2			2		1	0.00	0.00	2	1	2	2
H2247	003	0	1	02	01	H2247_003_0	4	1	1100000000	1	2	1	0.00	7		2				2			2		1	0.00	0.00	2	2																																																																																																																																																																																						1	2	1	0.00	7		2				2			2		1	0.00	0.00	2	1	2	2
H2247	004	0	1	01	01	H2247_004_0	4	1	1100000000	1	2	1	0.00	7		2				2			2		1	0.00	0.00	2	2																																																																																																																																																																																						1	2	1	0.00	7		2				2			2		1	0.00	0.00	2	1	2	2
H2247	005	0	1	01	01	H2247_005_0	5	1	1100000000	1	2	1	0.00	7		2				2			2		1	0.00	0.00	2	2																																																																																																																																																																																						1	2	1	0.00	7		2				2			2		1	0.00	0.00	2	1	2	2
H2272	001	0	1	02	01	H2272_001_0	4	1	1100000000	1	2	1	0.00	7		2				2			2		1	0.00	0.00	2	2																																																																																																																																																																																						1	2	1	0.00	7		2				2			2		1	0.00	0.00	2	1	2	2
H2272	003	0	1	02	01	H2272_003_0	4	1	1100000000	1	2	1	0.00	7		2				2			2		1	0.00	0.00	2	2																																																																																																																																																																																						1	2	1	0.00	7		2				2			2		1	0.00	0.00	2	1	2	2
H2293	001	0	1	04	01	H2293_001_0	2	1	1100100000	1	2	2				2				2			2		1	0.00	0.00	2	2																																										1	2											2	1				2			111111	cost of gasoline	2				2				2			2		1	0.00	0.00	2	2																																																																																																					1	2	2				2				2			2		1	0.00	0.00	2	1	2	2
H2293	002	0	1	04	01	H2293_002_0	2	1	1100100000	1	2	2				2				2			2		1	0.00	0.00	2	2																																										1	2											2	1				2			111111	cost of gasoline	2				2				2			2		1	0.00	0.00	2	2																																																																																																					1	2	2				2				2			2		1	0.00	0.00	2	1	2	2
H2293	004	0	1	04	01	H2293_004_0	2	1	1100100000	1	2	2				2				2			2		1	0.00	0.00	2	2																																										1	2											2	1				2			111111	cost of gasoline	2				2				2			2		1	0.00	0.00	2	2																																																																																																					1	2	2				2				2			2		1	0.00	0.00	2	1	2	2
H2293	009	0	1	04	01	H2293_009_0	2	1	1100100000	1	2	2				2				2			2		1	0.00	0.00	2	2																																										1	2											2	1				2			111111	cost of gasoline	2				2				2			2		1	0.00	0.00	2	2																																																																																																					1	2	2				2				2			2		1	0.00	0.00	2	1	2	2
H2293	021	0	1	04	01	H2293_021_0	2	1	1100100000	1	2	2				2				2			2		1	0.00	0.00	2	2																																										1	2											2	1				2			111111	cost of gasoline	2				2				2			2		1	0.00	0.00	2	2																																																																																																					1	2	2				2				2			2		1	0.00	0.00	2	1	2	2
H2293	023	0	1	04	01	H2293_023_0	2	1	1100100000	1	2	2				2				2			2		1	0.00	0.00	2	2																																										1	2											2	1				2			111111	cost of gasoline	2				2				2			2		1	0.00	0.00	2	2																																																																																																					1	2	2				2				2			2		1	0.00	0.00	2	1	2	2
H2293	029	0	1	04	01	H2293_029_0	2	1	1100100000	1	2	2				2				2			2		1	0.00	0.00	2	2																																										1	2											2	1				2			111111	cost of gasoline	2				2				2			2		1	0.00	0.00	2	2																																																																																																					1	2	2				2				2			2		1	0.00	0.00	2	1	2	2
H2293	031	0	1	04	01	H2293_031_0	2	1	1100100000	1	2	2				2				2			2		1	0.00	0.00	2	2																																										1	2											2	1				2			111111	cost of gasoline	2				2				2			2		1	0.00	0.00	2	2																																																																																																					1	2	2				2				2			2		1	0.00	0.00	2	1	2	2
H2293	033	0	1	04	01	H2293_033_0	2	1	1100100000	1	2	2				2				2			2		1	0.00	0.00	2	2																																										1	2											2	1				2			111111	cost of gasoline	2				2				2			2		1	0.00	0.00	2	2																																																																																																					1	2	2				2				2			2		1	0.00	0.00	2	1	2	2
H2293	035	0	1	04	01	H2293_035_0	2	1	1100100000	1	2	2				2				2			2		1	0.00	0.00	2	2																																										1	2											2	1				2			111111	cost of gasoline	2				2				2			2		1	0.00	0.00	2	2																																																																																																					1	2	2				2				2			2		1	0.00	0.00	2	1	2	2
H2320	031	0	1	02	01	H2320_031_0	6	1	0100000000	1	2	2				2				2			2		2			2	2																																																																																																																																																																																																											
H2322	008	0	1	04	01	H2322_008_0	7	1	0100000000	1	2	1	0.00	5		2				2			2		2			2	2																																																																																																																																																																																																											
H2322	011	0	1	04	01	H2322_011_0	7	1	0100000000	1	2	1	0.00	5		2				2			2		2			2	2																																																																																																																																																																																																											
H2322	016	0	1	04	01	H2322_016_0	6	1	0100000000	1	2	1	0.00	5		2				2			2		2			2	2																																																																																																																																																																																																											
H2322	017	0	1	04	01	H2322_017_0	7	1	0100000000	1	2	1	0.00	5		2				2			2		2			2	2																																																																																																																																																																																																											
H2322	020	0	1	04	01	H2322_020_0	6	1	1101100001	1	2	2				2				2			2		2			2	2																						1	2	2				2				2			2		2			2	2	1	2											2	1				5	gasoline at the pump		101000	gasoline at the pump	2				2				2			2		2			2	2																																																																																	1	2	2				2				2			2		2			2	2	1	2	2				2				2			2		2			2	1	2	2
H2354	015	0	1	01	01	H2354_015_0	6	1	0100000000	1	2	1	0.00	5		2				2			2		2			2	2																																																																																																																																																																																																											
H2354	018	0	1	01	01	H2354_018_0	7	1	0100000000	1	2	1	0.00	5		2				2			2		2			2	2																																																																																																																																																																																																											
H2354	019	0	1	01	01	H2354_019_0	5	1	0100000000	1	2	1	0.00	5		2				2			2		2			2	2																																																																																																																																																																																																											
H2354	021	0	1	02	01	H2354_021_0	7	1	0100000000	1	2	1	0.00	5		2				2			2		2			2	2																																																																																																																																																																																																											
H2354	025	0	1	01	01	H2354_025_0	7	1	1101100001	1	2	2				2				2			2		2			2	2																						1	2	2				2				2			2		2			2	2	1	2											2	1				5	gasoline at the pump		101000	gasoline at the pump	2				2				2			2		2			2	2																																																																																	1	2	2				2				2			2		2			2	2	1	2	2				2				2			2		2			2	1	2	2
H2354	028	0	1	01	01	H2354_028_0	6	1	0100000000	1	2	1	0.00	5		2				2			2		2			2	2																																																																																																																																																																																																											
H2354	029	0	1	01	01	H2354_029_0	7	1	0100000000	1	2	1	0.00	5		2				2			2		2			2	2																																																																																																																																																																																																											
H2354	030	0	1	01	01	H2354_030_0	7	1	0100000000	1	2	1	0.00	5		2				2			2		2			2	2																																																																																																																																																																																																											
H2385	001	0	1	04	01	H2385_001_0	4	1	1100000000	1	2	1	0.00	7		2				2			2		1	0.00	0.00	2	2																																																																																																																																																																																						1	2	1	0.00	7		2				2			2		1	0.00	0.00	2	1	2	2
H2385	002	0	1	04	01	H2385_002_0	4	1	1100000000	1	2	1	0.00	7		2				2			2		1	0.00	0.00	2	2																																																																																																																																																																																						1	2	1	0.00	7		2				2			2		1	0.00	0.00	2	1	2	2
H2385	003	0	1	04	01	H2385_003_0	4	1	1100000000	1	2	1	0.00	7		2				2			2		1	0.00	0.00	2	2																																																																																																																																																																																						1	2	1	0.00	7		2				2			2		1	0.00	0.00	2	1	2	2
H2385	004	0	1	04	01	H2385_004_0	4	1	1100000000	1	2	1	0.00	7		2				2			2		1	0.00	0.00	2	2																																																																																																																																																																																						1	2	1	0.00	7		2				2			2		1	0.00	0.00	2	1	2	2
H2392	003	0	1	01	01	H2392_003_0	3	1	0100000000	1	2	1	115.00	7		2				2			2		1	0.00	0.00	2	1																																																																																																																																																																																																											
H2400	001	0	1	01	01	H2400_001_0	6	1	1100000000	1	2	1	75.00	7		2				2			2		2			2	1																																																																																																																																																																																						1	2	1	75.00	7		2				2			2		2			2	2	2	1
H2400	002	0	1	01	01	H2400_002_0	5	1	1100000000	1	2	1	75.00	7		2				2			2		2			2	1																																																																																																																																																																																						1	2	1	75.00	7		2				2			2		2			2	2	2	1
H2406	050	0	1	04	01	H2406_050_0	4	1	1100000000	1	2	1	0.00	7		2				2			2		1	0.00	0.00	2	2																																																																																																																																																																																						1	2	1	0.00	7		2				2			2		1	0.00	0.00	2	1	2	2
